"Decimal","Hexadecimal","Company" # Downloaded from https://www.bluetooth.com/specifications/assigned-numbers/company-identifiers/
"1953","0x07A1","Apollo Neuroscience, Inc."
"1954","0x07A2","Roku, Inc."
"1955","0x07A3","Comcast Cable"
"1956","0x07A4","Xiamen Mage Information Technology Co., Ltd."
"1957","0x07A5","RAB Lighting, Inc."
"1958","0x07A6","Musen Connect, Inc."
"1959","0x07A7","Zume, Inc."
"1960","0x07A8","conbee GmbH"
"1961","0x07A9","Bruel & Kjaer Sound & Vibration"
"1962","0x07AA","The Kroger Co."
"1963","0x07AB","Granite River Solutions, Inc."
"1964","0x07AC","LoupeDeck Oy"
"1965","0x07AD","New H3C Technologies Co.,Ltd"
"1966","0x07AE","Aurea Solucoes Tecnologicas Ltda."
"1967","0x07AF","Hong Kong Bouffalo Lab Limited"
"1968","0x07B0","GV Concepts Inc."
"1969","0x07B1","Thomas Dynamics, LLC"
"1970","0x07B2","Moeco IOT Inc."
"1971","0x07B3","2N TELEKOMUNIKACE a.s."
"1972","0x07B4","Hormann KG Antriebstechnik"
"1973","0x07B5","CRONO CHIP, S.L."
"1974","0x07B6","Soundbrenner Limited"
"1975","0x07B7","ETABLISSEMENTS GEORGES RENAULT"
"1976","0x07B8","iSwip"
"1977","0x07B9","Epona Biotec Limited"
"1978","0x07BA","Battery-Biz Inc."
"1979","0x07BB","EPIC S.R.L."
"1980","0x07BC","KD CIRCUITS LLC"
"1981","0x07BD","Genedrive Diagnostics Ltd"
"1982","0x07BE","Axentia Technologies AB"
"1983","0x07BF","REGULA Ltd."
"1984","0x07C0","Biral AG"
"1985","0x07C1","A.W. Chesterton Company"
"1986","0x07C2","Radinn AB"
"1987","0x07C3","CIMTechniques, Inc."
"1988","0x07C4","Johnson Health Tech NA"
"1989","0x07C5","June Life, Inc."
"1990","0x07C6","Bluenetics GmbH"
"1991","0x07C7","iaconicDesign Inc."
"1992","0x07C8","WRLDS Creations AB"
"1993","0x07C9","Skullcandy, Inc."
"1994","0x07CA","Modul-System HH AB"
"1995","0x07CB","West Pharmaceutical Services, Inc."
"1996","0x07CC","Barnacle Systems Inc."
"1997","0x07CD","Smart Wave Technologies Canada Inc"
"1998","0x07CE","Shanghai Top-Chip Microelectronics Tech. Co., LTD"
"1999","0x07CF","NeoSensory, Inc."
"2000","0x07D0","Hangzhou Tuya Information  Technology Co., Ltd"
"2001","0x07D1","Shanghai Panchip Microelectronics Co., Ltd"
"2002","0x07D2","React Accessibility Limited"
"2003","0x07D3","LIVNEX Co.,Ltd."
"2004","0x07D4","Kano Computing Limited"
"2005","0x07D5","hoots classic GmbH"
"2006","0x07D6","ecobee Inc."
"2007","0x07D7","Nanjing Qinheng Microelectronics Co., Ltd"
"2008","0x07D8","SOLUTIONS AMBRA INC."
"2009","0x07D9","Micro-Design, Inc."
"2010","0x07DA","STARLITE Co., Ltd."
"2011","0x07DB","Remedee Labs"
"2012","0x07DC","ThingOS GmbH"
"2013","0x07DD","Linear Circuits"
"2014","0x07DE","Unlimited Engineering SL"
"2015","0x07DF","Snap-on Incorporated"
"2016","0x07E0","Edifier International Limited"
"2017","0x07E1","Lucie Labs"
"2018","0x07E2","Alfred Kaercher SE & Co. KG"
"2019","0x07E3","Audiowise Technology Inc."
"2020","0x07E4","Geeksme S.L."
"2021","0x07E5","Minut, Inc."
"2022","0x07E6","Autogrow Systems Limited"
"2023","0x07E7","Komfort IQ, Inc."
"2024","0x07E8","Packetcraft, Inc."
"2025","0x07E9","Häfele GmbH & Co KG"
"2026","0x07EA","ShapeLog, Inc."
"2027","0x07EB","NOVABASE S.R.L."
"2028","0x07EC","Frecce LLC"
"2029","0x07ED","Joule IQ, INC."
"2030","0x07EE","KidzTek LLC"
"2031","0x07EF","Aktiebolaget Sandvik Coromant"
"2032","0x07F0","e-moola.com Pty Ltd"
"2033","0x07F1","Zimi Innovations Pty Ltd"
"2034","0x07F2","SERENE GROUP, INC"
"2035","0x07F3","DIGISINE ENERGYTECH CO. LTD."
"2036","0x07F4","MEDIRLAB Orvosbiologiai Fejleszto Korlatolt Felelossegu Tarsasag"
"2037","0x07F5","Byton North America Corporation"
"2038","0x07F6","Shenzhen TonliScience and Technology Development Co.,Ltd"
"2039","0x07F7","Cesar Systems Ltd."
"2040","0x07F8","quip NYC Inc."
"2041","0x07F9","Direct Communication Solutions, Inc."
"2042","0x07FA","Klipsch Group, Inc."
"2043","0x07FB","Access Co., Ltd"
"2044","0x07FC","Renault SA"
"2045","0x07FD","JSK CO., LTD."
"2046","0x07FE","BIROTA"
"2047","0x07FF","maxon motor ltd."
"2048","0x0800","Optek"
"2049","0x0801","CRONUS ELECTRONICS LTD"
"2050","0x0802","NantSound, Inc."
"2051","0x0803","Domintell s.a."
"2052","0x0804","Andon Health Co.,Ltd"
"2053","0x0805","Urbanminded Ltd"
"2054","0x0806","TYRI Sweden AB"
"2055","0x0807","ECD Electronic Components GmbH Dresden"
"2056","0x0808","SISTEMAS KERN, SOCIEDAD ANÓMINA"
"2057","0x0809","Trulli Audio"
"2058","0x080A","Altaneos"
"2059","0x080B","Nanoleaf Canada Limited"
"2060","0x080C","Ingy B.V."
"2061","0x080D","Azbil Co."
"2062","0x080E","TATTCOM LLC"
"2063","0x080F","Paradox Engineering SA"
"2064","0x0810","LECO Corporation"
"2065","0x0811","Becker Antriebe GmbH"
"2066","0x0812","Mstream Technologies., Inc."
"2067","0x0813","Flextronics International USA Inc."
"2068","0x0814","Ossur hf."
"2069","0x0815","SKC Inc"
"2070","0x0816","SPICA SYSTEMS LLC"
"2071","0x0817","Wangs Alliance Corporation"
"2072","0x0818","tatwah SA"
"2073","0x0819","Hunter Douglas Inc"
"2074","0x081A","Shenzhen Conex"
"2075","0x081B","DIM3"
"2076","0x081C","Bobrick Washroom Equipment, Inc."
"2077","0x081D","Potrykus Holdings and Development LLC"
"2078","0x081E","iNFORM Technology GmbH"
"2079","0x081F","eSenseLab LTD"
"2080","0x0820","Brilliant Home Technology, Inc."
"2081","0x0821","INOVA Geophysical, Inc."
"2082","0x0822","adafruit industries"
"2083","0x0823","Nexite Ltd"
"2084","0x0824","8Power Limited"
"2085","0x0825","CME PTE. LTD."
"2086","0x0826","Hyundai Motor Company"
"2087","0x0827","Kickmaker"
"2088","0x0828","Shanghai Suisheng Information Technology Co., Ltd."
"2089","0x0829","HEXAGON"
"2090","0x082A","Mitutoyo Corporation"
"2091","0x082B","shenzhen fitcare electronics Co.,Ltd"
"2092","0x082C","INGICS TECHNOLOGY CO., LTD."
"2093","0x082D","INCUS PERFORMANCE LTD."
"2094","0x082E","ABB S.p.A."
"2095","0x082F","Blippit AB"
"2096","0x0830","Core Health and Fitness LLC"
"2097","0x0831","Foxble, LLC"
"2098","0x0832","Intermotive,Inc."
"2099","0x0833","Conneqtech B.V."
"2100","0x0834","RIKEN KEIKI CO., LTD.,"
"2101","0x0835","Canopy Growth Corporation"
"2102","0x0836","Bitwards Oy"
"2103","0x0837","vivo Mobile Communication Co., Ltd."
"2104","0x0838","Etymotic Research, Inc."
"2105","0x0839","A puissance 3"
"2106","0x083A","BPW Bergische Achsen Kommanditgesellschaft"
"2107","0x083B","Piaggio Fast Forward"
"2108","0x083C","BeerTech LTD"
"2109","0x083D","Tokenize, Inc."
"2110","0x083E","Zorachka LTD"
"2111","0x083F","D-Link Corp."
"2112","0x0840","Down Range Systems LLC"
"2113","0x0841","General Luminaire (Shanghai) Co., Ltd."
"2114","0x0842","Tangshan HongJia electronic technology co., LTD."
"2115","0x0843","FRAGRANCE DELIVERY TECHNOLOGIES LTD"
"2116","0x0844","Pepperl + Fuchs GmbH"
"2117","0x0845","Dometic Corporation"
"2118","0x0846","USound GmbH"
"2119","0x0847","DNANUDGE LIMITED"
"2120","0x0848","JUJU JOINTS CANADA CORP."
"2121","0x0849","Dopple Technologies B.V."
"2122","0x084A","ARCOM"
"2123","0x084B","Biotechware SRL"
"2124","0x084C","ORSO Inc."
"2125","0x084D","SafePort"
"2126","0x084E","Carol Cole Company"
"2127","0x084F","Embedded Fitness B.V."
"2128","0x0850","Yealink (Xiamen) Network Technology Co.,LTD"
"2129","0x0851","Subeca, Inc."
"2130","0x0852","Cognosos, Inc."
"2131","0x0853","Pektron Group Limited"
"2132","0x0854","Tap Sound System"
"2133","0x0855","Helios Hockey, Inc."
"2134","0x0856","Canopy Growth Corporation"
"2135","0x0857","Parsyl Inc"
"2136","0x0858","SOUNDBOKS"
"2137","0x0859","BlueUp"
"2138","0x085A","DAKATECH"
"2139","0x085B","RICOH ELECTRONIC DEVICES CO., LTD."
"2140","0x085C","ACOS CO.,LTD."
"2141","0x085D","Guilin Zhishen Information Technology Co.,Ltd."
"2142","0x085E","Krog Systems LLC"
"2143","0x085F","COMPEGPS TEAM,SOCIEDAD LIMITADA"
"2144","0x0860","Alflex Products B.V."
"2145","0x0861","SmartSensor Labs Ltd"
"2146","0x0862","SmartDrive Inc."
"2147","0x0863","Yo-tronics Technology Co., Ltd."
"2148","0x0864","Rafaelmicro"
"2149","0x0865","Emergency Lighting Products Limited"
"2150","0x0866","LAONZ Co.,Ltd"
"2151","0x0867","Western Digital Techologies, Inc."
"2152","0x0868","WIOsense GmbH & Co. KG"
"2153","0x0869","EVVA Sicherheitstechnologie GmbH"
"2154","0x086A","Odic Incorporated"
"2155","0x086B","Pacific Track, LLC"
"2156","0x086C","Revvo Technologies, Inc."
"2157","0x086D","Biometrika d.o.o."
"2158","0x086E","Vorwerk Elektrowerke GmbH & Co. KG"
"2159","0x086F","Trackunit A/S"
"2160","0x0870","Wyze Labs, Inc"
"2161","0x0871","Dension Elektronikai Kft. (formerly: Dension Audio Systems Ltd.)"
"2162","0x0872","11 Health & Technologies Limited"
"2163","0x0873","Innophase Incorporated"
"2164","0x0874","Treegreen Limited"
"2165","0x0875","Berner International LLC"
"2166","0x0876","SmartResQ ApS"
"2167","0x0877","Tome, Inc."
"2168","0x0878","The Chamberlain Group, Inc."
"2169","0x0879","MIZUNO Corporation"
"2170","0x087A","ZRF, LLC"
"2171","0x087B","BYSTAMP"
"2172","0x087C","Crosscan GmbH"
"2173","0x087D","Konftel AB"
"2174","0x087E","1bar.net Limited"
"2175","0x087F","Phillips Connect Technologies LLC"
"2176","0x0880","imagiLabs AB"
"2177","0x0881","Optalert"
"2178","0x0882","PSYONIC, Inc."
"2179","0x0883","Wintersteiger AG"
"2180","0x0884","Controlid Industria, Comercio de Hardware e Servicos de Tecnologia Ltda"
"2181","0x0885","LEVOLOR, INC."
"2182","0x0886","Xsens Technologies B.V."
"2183","0x0887","Hydro-Gear Limited Partnership"
"2184","0x0888","EnPointe Fencing Pty Ltd"
"2185","0x0889","XANTHIO"
"2186","0x088A","sclak s.r.l."
"2187","0x088B","Tricorder Arraay Technologies LLC"
"2188","0x088C","GB Solution co.,Ltd"
"2189","0x088D","Soliton Systems K.K."
"2190","0x088E","GIGA-TMS INC"
"2191","0x088F","Tait International Limited"
"2192","0x0890","NICHIEI INTEC CO., LTD."
"2193","0x0891","SmartWireless GmbH & Co. KG"
"2194","0x0892","Ingenieurbuero Birnfeld UG (haftungsbeschraenkt)"
"2195","0x0893","Maytronics Ltd"
"2196","0x0894","EPIFIT"
"2197","0x0895","Gimer medical"
"2198","0x0896","Nokian Renkaat Oyj"
"2199","0x0897","Current Lighting Solutions LLC"
"2200","0x0898","Sensibo, Inc."
"2201","0x0899","SFS unimarket AG"
"2202","0x089A","Private limited company ""Teltonika"""
"2203","0x089B","Saucon Technologies"
"2204","0x089C","Embedded Devices Co. Company"
"2205","0x089D","J-J.A.D.E. Enterprise LLC"
"2206","0x089E","i-SENS, inc."
"2207","0x089F","Witschi Electronic Ltd"
"2208","0x08A0","Aclara Technologies LLC"
"2209","0x08A1","EXEO TECH CORPORATION"
"2210","0x08A2","Epic Systems Co., Ltd."
"2211","0x08A3","Hoffmann SE"
"2212","0x08A4","Realme Chongqing Mobile Telecommunications Corp., Ltd."
"2213","0x08A5","UMEHEAL Ltd"
"2214","0x08A6","Intelligenceworks Inc."
"2215","0x08A7","TGR 1.618 Limited"
"2216","0x08A8","Shanghai Kfcube Inc"
"2217","0x08A9","Fraunhofer IIS"
"2218","0x08AA","SZ DJI TECHNOLOGY CO.,LTD"
"2219","0x08AB","Coburn Technology, LLC"
"2220","0x08AC","Topre Corporation"
"2221","0x08AD","Kayamatics Limited"
"2222","0x08AE","Moticon ReGo AG"
"2223","0x08AF","Polidea Sp. z o.o."
"2224","0x08B0","Trivedi Advanced Technologies LLC"
"2225","0x08B1","CORE|vision BV"
"2226","0x08B2","PF SCHWEISSTECHNOLOGIE GMBH"
"2227","0x08B3","IONIQ Skincare GmbH & Co. KG"
"2228","0x08B4","Sengled Co., Ltd."
"2229","0x08B5","TransferFi"
"2230","0x08B6","Boehringer Ingelheim Vetmedica GmbH"
"2231","0x08B7","ABB Inc"
"2232","0x08B8","Check Technology Solutions LLC"
"2233","0x08B9","U-Shin Ltd."
"2234","0x08BA","HYPER ICE, INC."
"2235","0x08BB","Tokai-rika co.,ltd."
"2236","0x08BC","Prevayl Limited"
"2237","0x08BD","bf1systems limited"
"2238","0x08BE","ubisys technologies GmbH"
"2239","0x08BF","SIRC Co., Ltd."
"2240","0x08C0","Accent Advanced Systems SLU"
"2241","0x08C1","Rayden.Earth LTD"
"2242","0x08C2","Lindinvent AB"
"2243","0x08C3","CHIPOLO d.o.o."
"2244","0x08C4","CellAssist, LLC"
"2245","0x08C5","J. Wagner GmbH"
"2246","0x08C6","Integra Optics Inc"
"2247","0x08C7","Monadnock Systems Ltd."
"2248","0x08C8","Liteboxer Technologies Inc."
"2249","0x08C9","Noventa AG"
"2250","0x08CA","Nubia Technology Co.,Ltd."
"2251","0x08CB","JT INNOVATIONS LIMITED"
"2252","0x08CC","TGM TECHNOLOGY CO., LTD."
"2253","0x08CD","ifly"
"2254","0x08CE","ZIMI CORPORATION"
"2255","0x08CF","betternotstealmybike UG (with limited liability)"
"2256","0x08D0","ESTOM Infotech Kft."
"2257","0x08D1","Sensovium Inc."
"2258","0x08D2","Virscient Limited"
"2259","0x08D3","Novel Bits, LLC"
"2260","0x08D4","ADATA Technology Co., LTD."
"2261","0x08D5","KEYes"
"2262","0x08D6","Nome Oy"
"2263","0x08D7","Inovonics Corp"
"2264","0x08D8","WARES"
"2265","0x08D9","Pointr Labs Limited"
"2266","0x08DA","Miridia Technology Incorporated"
"2267","0x08DB","Tertium Technology"
"2268","0x08DC","SHENZHEN AUKEY E BUSINESS CO., LTD"
"2269","0x08DD","code-Q"
"2270","0x08DE","Tyco Electronics Corporation a TE Connectivity Ltd Company"
"2271","0x08DF","IRIS OHYAMA CO.,LTD."
"2272","0x08E0","Philia Technology"
"2273","0x08E1","KOZO KEIKAKU ENGINEERING Inc."
"2274","0x08E2","Shenzhen Simo Technology co. LTD"
"2275","0x08E3","Republic Wireless, Inc."
"2276","0x08E4","Rashidov ltd"
"2277","0x08E5","Crowd Connected Ltd"
"2278","0x08E6","Eneso Tecnologia de Adaptacion S.L."
"2279","0x08E7","Barrot Technology Limited"
"2280","0x08E8","Naonext"
"2281","0x08E9","Taiwan Intelligent Home Corp."
"2282","0x08EA","COWBELL ENGINEERING CO.,LTD."
"2283","0x08EB","Beijing Big Moment Technology Co., Ltd."
"2284","0x08EC","Denso Corporation"
"2285","0x08ED","IMI Hydronic Engineering International SA"
"2286","0x08EE","ASKEY"
"2287","0x08EF","Cumulus Digital Systems, Inc"
"2288","0x08F0","Joovv, Inc."
"2289","0x08F1","The L.S. Starrett Company"
"2290","0x08F2","Microoled"
"2291","0x08F3","PSP - Pauli Services & Products GmbH"
"2292","0x08F4","Kodimo Technologies Company Limited"
"2293","0x08F5","Tymtix Technologies Private Limited"
"2294","0x08F6","Dermal Photonics Corporation"
"2295","0x08F7","MTD Products Inc & Affiliates"
"2296","0x08F8","instagrid GmbH"
"2297","0x08F9","Spacelabs Medical Inc."
"2298","0x08FA","Troo Corporation"
"2299","0x08FB","Darkglass Electronics Oy"
"2300","0x08FC","Hill-Rom"
"2301","0x08FD","BioIntelliSense, Inc."
"2302","0x08FE","Ketronixs Sdn Bhd"
"2303","0x08FF","Plastimold Products, Inc"
"2304","0x0900","Beijing Zizai Technology Co., LTD."
"2305","0x0901","Lucimed"
"2306","0x0902","TSC Auto-ID Technology Co., Ltd."
"2307","0x0903","DATAMARS, Inc."
"2308","0x0904","SUNCORPORATION"
"2309","0x0905","Yandex Services AG"
"2310","0x0906","Scope Logistical Solutions"
"2311","0x0907","User Hello, LLC"
"2312","0x0908","Pinpoint Innovations Limited"
"2313","0x0909","70mai Co.,Ltd."
"2314","0x090A","Zhuhai Hoksi Technology CO.,LTD"
"2315","0x090B","EMBR labs, INC"
"2316","0x090C","Radiawave Technologies Co.,Ltd."
"2317","0x090D","IOT Invent GmbH"
"2318","0x090E","OPTIMUSIOT TECH LLP"
"2319","0x090F","VC Inc."
"2320","0x0910","ASR Microelectronics (Shanghai) Co., Ltd."
"2321","0x0911","Douglas Lighting Controls Inc."
"2322","0x0912","Nerbio Medical Software Platforms Inc"
"2323","0x0913","Braveheart Wireless, Inc."
"2324","0x0914","INEO-SENSE"
"2325","0x0915","Honda Motor Co., Ltd."
"2326","0x0916","Ambient Sensors LLC"
"2327","0x0917","ASR Microelectronics(ShenZhen)Co., Ltd."
"2328","0x0918","Technosphere Labs Pvt. Ltd."
"2329","0x0919","NO SMD LIMITED"
"2330","0x091A","Albertronic BV"
"2331","0x091B","Luminostics, Inc."
"2332","0x091C","Oblamatik AG"
"2333","0x091D","Innokind, Inc."
"2334","0x091E","Melbot Studios, Sociedad Limitada"
"2335","0x091F","Myzee Technology"
"2336","0x0920","Omnisense Limited"
"2337","0x0921","KAHA PTE. LTD."
"2338","0x0922","Shanghai MXCHIP Information Technology Co., Ltd."
"2339","0x0923","JSB TECH PTE LTD"
"2340","0x0924","Fundacion Tecnalia Research and Innovation"
"2341","0x0925","Yukai Engineering Inc."
"2342","0x0926","Gooligum Technologies Pty Ltd"
"2343","0x0927","ROOQ GmbH"
"2344","0x0928","AiRISTA"
"2345","0x0929","Qingdao Haier Technology Co., Ltd."
"2346","0x092A","Sappl Verwaltungs- und Betriebs GmbH"
"2347","0x092B","TekHome"
"2348","0x092C","PCI Private Limited"
"2349","0x092D","Leggett & Platt, Incorporated"
"2350","0x092E","PS GmbH"
"2351","0x092F","C.O.B.O. SpA"
"2352","0x0930","James Walker RotaBolt Limited"
"2353","0x0931","BREATHINGS Co., Ltd."
"2354","0x0932","BarVision, LLC"
"2355","0x0933","SRAM"
"2356","0x0934","KiteSpring Inc."
"2357","0x0935","Reconnect, Inc."
"2358","0x0936","Elekon AG"
"2359","0x0937","RealThingks GmbH"
"2360","0x0938","Henway Technologies, LTD."
"2361","0x0939","ASTEM Co.,Ltd."
"2362","0x093A","LinkedSemi Microelectronics (Xiamen) Co., Ltd"
"2363","0x093B","ENSESO LLC"
"2364","0x093C","Xenoma Inc."
"2365","0x093D","Adolf Wuerth GmbH & Co KG"
"2366","0x093E","Catalyft Labs, Inc."
"2367","0x093F","JEPICO Corporation"
"2368","0x0940","Hero Workout GmbH"
"2369","0x0941","Rivian Automotive, LLC"
"2370","0x0942","TRANSSION HOLDINGS LIMITED"
"2371","0x0943","Inovonics Corp."
"2372","0x0944","Agitron d.o.o."
"2373","0x0945","Globe (Jiangsu) Co., Ltd"
"2374","0x0946","AMC International Alfa Metalcraft Corporation AG"
"2375","0x0947","First Light Technologies Ltd."
"2376","0x0948","Wearable Link Limited"
"2377","0x0949","Metronom Health Europe"
"2378","0x094A","Zwift, Inc."
"2379","0x094B","Kindeva Drug Delivery L.P."
"2380","0x094C","GimmiSys GmbH"
"2381","0x094D","tkLABS INC."
"2382","0x094E","PassiveBolt, Inc."
"2383","0x094F","Limited Liability Company ""Mikrotikls"""
"2384","0x0950","Capetech"
"2385","0x0951","PPRS"
"2386","0x0952","Apptricity Corporation"
"2387","0x0953","LogiLube, LLC"
"2388","0x0954","Julbo"
"2389","0x0955","Breville Group"
"2390","0x0956","Kerlink"
"2391","0x0957","Ohsung Electronics"
"2392","0x0958","ZTE Corporation"
"2393","0x0959","HerdDogg, Inc"
"2394","0x095A","Selekt Bilgisayar, lletisim Urunleri lnsaat Sanayi ve Ticaret Limited Sirketi"
"2395","0x095B","Lismore Instruments Limited"
"2396","0x095C","LogiLube, LLC"
"2397","0x095D","ETC"
"2398","0x095E","BioEchoNet inc."
"2399","0x095F","NUANCE HEARING LTD"
"2400","0x0960","Sena Technologies Inc."
"2401","0x0961","Linkura AB"
"2402","0x0962","GL Solutions K.K."
"2403","0x0963","Moonbird BV"
"2404","0x0964","Countrymate Technology Limited"
"2405","0x0965","Asahi Kasei Corporation"
"2406","0x0966","PointGuard, LLC"
"2407","0x0967","Neo Materials and Consulting Inc."
"2408","0x0968","Actev Motors, Inc."
"2409","0x0969","Woan Technology (Shenzhen) Co., Ltd."
"2410","0x096A","dricos, Inc."
"2411","0x096B","Guide ID B.V."
"2412","0x096C","9374-7319 Quebec inc"
"2413","0x096D","Gunwerks, LLC"
"2414","0x096E","Band Industries, inc."
"2415","0x096F","Lund Motion Products, Inc."
"2416","0x0970","IBA Dosimetry GmbH"
"2417","0x0971","GA"
"2418","0x0972","Closed Joint Stock Company ""Zavod Flometr"" (""Zavod Flometr"" CJSC)"
"2419","0x0973","Popit Oy"
"2420","0x0974","ABEYE"
"2421","0x0975","BlueIOT(Beijing) Technology Co.,Ltd"
"2422","0x0976","Fauna Audio GmbH"
"2423","0x0977","TOYOTA motor corporation"
"2424","0x0978","ZifferEins GmbH & Co. KG"
"2425","0x0979","BIOTRONIK SE & Co. KG"
"2426","0x097A","CORE CORPORATION"
"2427","0x097B","CTEK Sweden AB"
"2428","0x097C","Thorley Industries, LLC"
"2429","0x097D","CLB B.V."
"2430","0x097E","SonicSensory Inc"
"2431","0x097F","ISEMAR S.R.L."
"2432","0x0980","DEKRA TESTING AND CERTIFICATION, S.A.U."
"2433","0x0981","Bernard Krone Holding SE & Co.KG"
"2434","0x0982","ELPRO-BUCHS AG"
"2435","0x0983","Feedback Sports LLC"
"2436","0x0984","TeraTron GmbH"
"2437","0x0985","Lumos Health Inc."
"2438","0x0986","Cello Hill, LLC"
"2439","0x0987","TSE BRAKES, INC."
"2440","0x0988","BHM-Tech Produktionsgesellschaft m.b.H"
"2441","0x0989","WIKA Alexander Wiegand SE & Co.KG"
"2442","0x098A","Biovigil"
"2443","0x098B","Mequonic Engineering, S.L."
"2444","0x098C","bGrid B.V."
"2445","0x098D","C3-WIRELESS, LLC"
"2446","0x098E","ADVEEZ"
"2447","0x098F","Aktiebolaget Regin"
"2448","0x0990","Anton Paar GmbH"
"2449","0x0991","Telenor ASA"
"2450","0x0992","Big Kaiser Precision Tooling Ltd"
"2451","0x0993","Absolute Audio Labs B.V."
"2452","0x0994","VT42 Pty Ltd"
"2453","0x0995","Bronkhorst High-Tech B.V."
"2454","0x0996","C. & E. Fein GmbH"
"2455","0x0997","NextMind"
"2456","0x0998","Pixie Dust Technologies, Inc."
"2457","0x0999","eTactica ehf"
"2458","0x099A","New Audio LLC"
"2459","0x099B","Sendum Wireless Corporation"
"2460","0x099C","deister electronic GmbH"
"2461","0x099D","YKK AP Inc."
"2462","0x099E","Step One Limited"
"2463","0x099F","Koya Medical, Inc."
"2464","0x09A0","Proof Diagnostics, Inc."
"2465","0x09A1","VOS Systems, LLC"
"2466","0x09A2","ENGAGENOW DATA SCIENCES PRIVATE LIMITED"
"2467","0x09A3","ARDUINO SA"
"2468","0x09A4","KUMHO ELECTRICS, INC"
"2469","0x09A5","Security Enhancement Systems, LLC"
"2470","0x09A6","BEIJING ELECTRIC VEHICLE CO.,LTD"
"2471","0x09A7","Paybuddy ApS"
"2472","0x09A8","KHN Solutions Inc"
"2473","0x09A9","Nippon Ceramic Co.,Ltd."
"2474","0x09AA","PHOTODYNAMIC INCORPORATED"
"2475","0x09AB","DashLogic, Inc."
"2476","0x09AC","Ambiq"
"2477","0x09AD","Narhwall Inc."
"2478","0x09AE","Pozyx NV"
"2479","0x09AF","ifLink Open Community"
"2480","0x09B0","Deublin Company, LLC"
"2481","0x09B1","BLINQY"
"2482","0x09B2","DYPHI"
"2483","0x09B3","BlueX Microelectronics Corp Ltd."
"2484","0x09B4","PentaLock Aps."
"2485","0x09B5","AUTEC Gesellschaft fuer Automationstechnik mbH"
"2486","0x09B6","Pegasus Technologies, Inc."
"2487","0x09B7","Bout Labs, LLC"
"2488","0x09B8","PlayerData Limited"
"2489","0x09B9","SAVOY ELECTRONIC LIGHTING"
"2490","0x09BA","Elimo Engineering Ltd"
"2491","0x09BB","SkyStream Corporation"
"2492","0x09BC","Aerosens LLC"
"2493","0x09BD","Centre Suisse d'Electronique et de Microtechnique SA"
"2494","0x09BE","Vessel Ltd."
"2495","0x09BF","Span.IO, Inc."
"2496","0x09C0","AnotherBrain inc."
"2497","0x09C1","Rosewill"
"2498","0x09C2","Universal Audio, Inc."
"2499","0x09C3","JAPAN TOBACCO INC."
"2500","0x09C4","UVISIO"
"2501","0x09C5","HungYi Microelectronics Co.,Ltd."
"2502","0x09C6","Honor Device Co., Ltd."
"2503","0x09C7","Combustion, LLC"
"2504","0x09C8","XUNTONG"
"2505","0x09C9","CrowdGlow Ltd"
"2506","0x09CA","Mobitrace"
"2507","0x09CB","Hx Engineering, LLC"
"2508","0x09CC","Senso4s d.o.o."
"2509","0x09CD","Blyott"
"2510","0x09CE","Julius Blum GmbH"
"2511","0x09CF","BlueStreak IoT, LLC"
"2512","0x09D0","Chess Wise B.V."
"2513","0x09D1","ABLEPAY TECHNOLOGIES AS"
"2514","0x09D2","Temperature Sensitive Solutions Systems Sweden AB"
"2515","0x09D3","HeartHero, inc."
"2516","0x09D4","ORBIS Inc."
"2517","0x09D5","GEAR RADIO ELECTRONICS CORP."
"2518","0x09D6","EAR TEKNIK ISITME VE ODIOMETRI CIHAZLARI SANAYI VE TICARET ANONIM SIRKETI"
"2519","0x09D7","Coyotta"
"2520","0x09D8","Synergy Tecnologia em Sistemas Ltda"
"2521","0x09D9","VivoSensMedical GmbH"
"2522","0x09DA","Nagravision SA"
"2523","0x09DB","Bionic Avionics Inc."
"2524","0x09DC","AON2 Ltd."
"2525","0x09DD","Innoware Development AB"
"2526","0x09DE","JLD Technology Solutions, LLC"
"2527","0x09DF","Magnus Technology Sdn Bhd"
"2528","0x09E0","Preddio Technologies Inc."
"2529","0x09E1","Tag-N-Trac Inc"
"2530","0x09E2","Wuhan Linptech Co.,Ltd."
"2531","0x09E3","Friday Home Aps"
"2532","0x09E4","CPS AS"
"2533","0x09E5","Mobilogix"
"2534","0x09E6","Masonite Corporation"
"2535","0x09E7","Kabushikigaisha HANERON"
"2536","0x09E8","Melange Systems Pvt. Ltd."
"2537","0x09E9","LumenRadio AB"
"2538","0x09EA","Athlos Oy"
"2539","0x09EB","KEAN ELECTRONICS PTY LTD"
"2540","0x09EC","Yukon advanced optics worldwide, UAB"
"2541","0x09ED","Sibel Inc."
"2542","0x09EE","OJMAR SA"
"2543","0x09EF","Steinel Solutions AG"
"2544","0x09F0","WatchGas B.V."
"2545","0x09F1","OM Digital Solutions Corporation"
"2546","0x09F2","Audeara Pty Ltd"
"2547","0x09F3","Beijing Zero Zero Infinity Technology Co.,Ltd."
"2548","0x09F4","Spectrum Technologies, Inc."
"2549","0x09F5","OKI Electric Industry Co., Ltd"
"2550","0x09F6","Mobile Action Technology Inc."
"2551","0x09F7","SENSATEC Co., Ltd."
"2552","0x09F8","R.O. S.R.L."
"2553","0x09F9","Hangzhou Yaguan Technology Co. LTD"
"2554","0x09FA","Listen Technologies Corporation"
